city,spot_name,strategy_sum,star,intro,rank,lng,lat,comment_sum,visitors
北京,北京安徽会馆,1,width:00%,,北京景点排名第,116.389387,39.899945,0,0%
北京,松山森林景区,4,width:90%,,北京景点排名第,115.836964,40.515289,64,0%
北京,老象峰,1,width:88%,,北京景点排名第,117.0232987,40.318329,63,0%
北京,人定湖公园,2,width:94%,,北京景点排名第,116.392391,39.963629,198,0%
北京,北京刘老根大舞台,1,width:86%,,北京景点排名第,116.4069602,39.900057,235,0%
北京,濂泉响谷,2,width:86%,,北京景点排名第,116.5816501,40.5010993,19,0%
北京,密云水库,13,width:96%,是亚洲较大的人工湖，湖鱼鲜美异常。,北京景点排名第,116.920432,40.523288,106,0%
北京,北京电影旅游城,1,width:92%,,北京景点排名第,116.364392,39.97442,61,0%
北京,密云人间花海薰衣草庄园,1,width:80%,,北京景点排名第,117.210105,40.5773323,74,0%
北京,碓臼峪,1,width:62%,,北京景点排名第,116.21284,40.37105,33,0%
北京,海坨山,8,width:96%,,北京景点排名第,115.8266765,40.565448,61,0%
北京,灵山自然风景区,12,width:94%,,北京景点排名第,115.508638,40.045961,106,0%
北京,观蓝谷薰衣草观光园,1,width:80%,观蓝谷薰衣草观光园位于怀柔区雁栖镇西栅子村，建于2006年，气候条件宜人，环境优美，是夏季度假的好去处。园区内从德国引种的近百亩薰衣草，生长态势良好。 整个园区分为五个功能不同的区域，是集种植、采摘、生活、体验、农业观光为一体的生态型…,北京景点排名第,116.539852,40.478029,1,0%
北京,南岗子天主教堂,1,width:90%,,北京景点排名第,116.434673,39.895494,10,0%
北京,万芳亭公园,4,width:94%,,北京景点排名第,116.3821338,39.8647213,179,0%
北京,青龙峡风景区,5,width:92%,青山绿水、空气清新，还有游船、快艇、蹦极、攀岩等娱乐项目。,北京景点排名第,116.6865039,40.4666501,310,0%
北京,龙门涧风景区,2,width:86%,,北京景点排名第,115.567102,40.028529,60,0%
北京,京东大溶洞景区,1,width:94%,溶洞四季所见所闻所感迥然不同，又各得佳妙。,北京景点排名第,117.2605957,40.2186241,133,0%
北京,北宫国家森林公园,10,width:92%,北京赏枫的热门地点，登上望京亭，可以眺望北京全景。,北京景点排名第,116.1247097,39.8718393,434,0%
北京,于谦祠,1,width:90%,,北京景点排名第,116.429795,39.913824,11,0%
北京,虎峪,2,width:72%,,北京景点排名第,116.146275,40.2872015,40,0%
北京,达园,1,width:0%,"达园原是北洋军阀王怀庆的私家花园，故俗称王怀庆花园，是京郊私家园林中保存最为完整的一座。
达园始建于民国初年，占地12万平方米，其中水面占三分之一。整个庭院融江南园林与北方建筑于一体，湖水山石叠映，亭榭长廊相连，绿树成荫，翠竹葱郁，…",北京景点排名第,116.3226033026,40.0135719469,0,0%
北京,玉渡山景区,10,width:92%,北京地区一块鲜为人知的胜景，现代人回归大自然最好的选择。,北京景点排名第,115.8944979,40.5583271,430,0%
北京,李鸿章祠堂,1,width:00%,李鸿章 (1823-1901)，安徽合肥人，清道光时进士，曾任湖广总督、直隶总督兼北洋通商事务大臣。死后谥“文忠”。是清代唯一在京师建立祠堂的汉人官吏。主要建筑有仪门、享堂及东西配房、碑亭等。存有享堂及东西配房。,北京景点排名第,116.4288554411,39.9189676531,0,0%
北京,普济寺,1,width:80%,普济寺在西海南沿48号。始建年代无考，重建于明正德十四年（1519）。,北京景点排名第,116.3824063975,39.9518627161,2,0%
北京,中央民族大学-民族博物馆,1,width:92%,,北京景点排名第,116.32478,39.9548482,53,0%
北京,古崖居风景区,7,width:90%,,北京景点排名第,115.7817985,40.4723134,154,0%
北京,郑王府,1,width:98%,,北京景点排名第,116.3771331,39.9180376,16,0%
北京,南新仓文化休闲街,1,width:92%,,北京景点排名第,116.4372456,39.9378132,81,0%
北京,张之洞旧宅,4,width:100%,"张之洞(1837―1909)，字孝达， 一字香涛，晚号抱冰，直隶(今河北省)南皮人。清末洋务派首领。曾创办汉阳铁厂、大冶铁矿、湖北枪炮厂等，督办粤汉铁路。宣扬“中学为体，西学为用”的洋务派理论。著有《张文襄公全集》。
大门在白米斜街，门外有照壁…",北京景点排名第,116.4000149972,39.9404155729,1,0%
北京,天池山,5,width:80%,天池山风景区占地4万余亩，是集旅游、度假、餐饮、娱乐为一体的山林公园，园内群峰连绵起伏，山高谷深林密，有柿子、花椒供游人采摘。天池山顶峰有一泉水清澈碧绿，被称为“神水”。雨季来临到处是瀑布，似银河落地，似白链云中来的景观。园内有耕…,北京景点排名第,115.5626253162,39.6408498033,1,0%
北京,北京汽车博物馆,1,width:94%,参观众多古老汽车原型，还可以参加模拟赛车、汽车设计等游戏。,北京景点排名第,116.3081412,39.8350196,1141,0%
上海,上海野生动物园,15,width:94%,与世界各地的动物亲密接触，体验亲手投食给羊驼的乐趣。,上海景点排名第,121.7279644,31.0612069,23130,0%
上海,武康路,37,width:94%,14处优秀历史建筑，电影《色戒》中王佳芝与易先生最后幽会的地点。,上海景点排名第,121.4475587,31.217481,431,1%
上海,田子坊,220,width:88%,穿梭在上海小弄堂里，逛逛复古小店和文人工作室。,上海景点排名第,121.4750936,31.2143023,3389,29%
上海,上海海洋水族馆,16,width:94%,观赏各种海洋生物，漫步海底隧道，感受五彩缤纷的海底世界。,上海景点排名第,121.5085735,31.2463922,5243,3%
上海,上海影视乐园,17,width:84%,老上海影视拍摄地，坐有轨电车或黄包车，体验时光倒流。,上海景点排名第,121.3183636,31.0165753,1904,1%
上海,上海之巅观光厅,1,width:92%,上海最高的观光厅，360度全视角欣赏上海魅力全景，实乃上海之巅。,上海景点排名第,121.5123423,31.2392048,1216,0%
上海,上海科技馆,31,width:94%,上海最大的科普教育殿堂，体验各种模拟项目，感受科幻场景。,上海景点排名第,121.5478229,31.2243561,6759,4%
上海,上海中心大厦,14,width:90%,中国第一、世界第二高楼，在118层观光厅欣赏上海城市美景。,上海景点排名第,121.5119372,31.2392116,549,0%
上海,上海天文馆,0,width:98%,,,121.9331708,30.919028,3,0%
上海,北京东路,36,width:90%,,上海景点排名第,121.4960717,31.2463974,87,0%
上海,多伦路文化名人街,31,width:88%,参观鲁迅、茅盾、郭沫若等名人故居，在复古的洋楼老街散步拍照。,上海景点排名第,121.4882842,31.2691447,528,10%
上海,上海四行仓库抗战纪念馆,4,width:94%,,上海景点排名第,121.4774473,31.2462413,64,0%
上海,金茂大厦,43,width:96%,上海第三高楼，著名地标之一，在88层观光厅俯瞰上海城市风光。,上海景点排名第,121.5122673,31.240944,2662,13%
上海,静安寺,39,width:92%,东部地区少见的融入藏式建筑风格的寺庙，闹市中的有名古刹。,上海景点排名第,121.4517536,31.2298504,887,5%
上海,外滩观光隧道,14,width:78%,我国第一条越江行人隧道，坐观光车厢“穿越地球”。,上海景点排名第,121.5038785,31.2440139,1768,5%
上海,周公馆,7,width:96%,保存完好的西班牙式花园洋楼，伟人们在沪展开革命之地。,上海景点排名第,121.4748631,31.2202695,131,1%
上海,孙中山故居纪念馆,1,width:94%,孙中山和宋庆龄唯一共同的住所，老上海小洋房十分精致。,上海景点排名第,121.474366,31.2221343,217,0%
上海,新场古镇,6,width:88%,品味明清老建筑、参观历史陈列馆。电影《色戒》曾在此取景。,上海景点排名第,121.6539134,31.0297928,501,0%
上海,吴江路,1,width:90%,,上海景点排名第,121.465573,31.2355684,391,0%
上海,武康大楼,16,width:94%,形似熨斗的上海知名建筑大楼，诸多名人曾入住于此。,上海景点排名第,121.4446423,31.2108227,289,0%
上海,罗店古镇,2,width:82%,,上海景点排名第,121.346904,31.417174,53,0%
上海,双子山,0,width:92%,,,121.486341,31.1837035,0,0%
上海,渔人码头-人工沙滩,0,width:00%,,,121.527068,30.819502,0,0%
上海,上海千古情,0,width:94%,,,121.4906424,31.1922475,2,0%
上海,徐家汇体育公园,0,width:76%,,,121.446061,31.186889,0,0%
上海,锦绣文化公园,0,width:96%,,,121.551858,31.197058,1,0%
上海,上海环球金融中心观光厅,0,width:92%,,,121.5140825,31.2401649,3,0%
上海,老上海1930风情街,4,width:84%,,上海景点排名第,121.482317,31.237426,211,0%
上海,南翔双塔,0,width:92%,,上海景点排名第,121.314661,31.2973012,179,0%
上海,迪士尼小镇,34,width:96%,美食、购物一应俱全，华特迪士尼大剧院坐落于此。,上海景点排名第,121.6676534,31.1463401,1175,0%
上海,闵行体育公园,1,width:92%,,上海景点排名第,121.3773795,31.1489097,504,0%
上海,上海城隍庙,219,width:94%,位于市中心的著名道观，是历史悠久的祈福胜地。,上海景点排名第,121.4990336,31.2314712,2083,37%
上海,上海环球金融中心,52,width:94%,登474米高的透明观光厅，平视东方明珠的尖顶、俯瞰全上海。,上海景点排名第,121.5143791,31.2399321,5308,12%
上海,上海老街,36,width:94%,一条汇集了上海最早的钱庄、金店、银楼、茶馆、戏楼等的老街。,上海景点排名第,121.4954646,31.2300999,724,18%
上海,人民广场,105,width:94%,名副其实的上海地标和交通枢纽，在广场上喂鸽子看喷泉。,上海景点排名第,121.481492,31.234736,1884,13%
上海,外白渡桥,82,width:94%,上海标志性建筑之一，老上海题材影视剧取景地。,上海景点排名第,121.49692,31.249653,1309,11%
上海,淮海路,25,width:94%,在淮海路商业街疯狂购物，夜晚感受霓虹灯下的浪漫情调。,上海景点排名第,121.4761994,31.2247813,607,10%
上海,大宁公园,3,width:92%,不用远赴海外，就能感受到荷兰赏花胜地“库肯霍夫花园”的郁金风情。,上海景点排名第,121.449785,31.282174,955,0%
上海,田子坊石库门,25,width:94%,,上海景点排名第,121.475066,31.214837,126,6%
上海,世纪公园,11,width:96%,上海市内最大的生态公园，树木花草众多，休闲漫步的好去处。,上海景点排名第,121.558979,31.2220458,2166,1%
上海,徐家汇天主堂,10,width:92%,上海最大的天主教堂，欣赏中世纪哥特式建筑和内部精美的装饰。,上海景点排名第,121.442565,31.1974805,443,9%
上海,上海植物园,9,width:90%,上海市区的大花园，四季植被茂盛，是散步健身、花卉摄影的好去处。,上海景点排名第,121.4506905,31.153813,1436,0%
上海,七宝古镇,23,width:88%,,上海景点排名第,121.3612036,31.1589325,371,5%
上海,甜爱路,41,width:90%,上海最浪漫的马路，在爱心邮筒给你的TA寄出盖有爱心邮戳的信函。,上海景点排名第,121.4898893,31.2704759,530,7%
上海,黄浦江观光区,18,width:90%,黄浦江是上海的地标河流，荟萃了上海城市夜景的精华，乘船夜游的好去处。,上海景点排名第,121.4992519294,31.2387436143,49,4%
上海,1933老场坊,53,width:92%,由宰牲场改造的创意园区，时尚餐厅、奢牌秀场汇聚于此。,上海景点排名第,121.4985186,31.2602659,838,4%
上海,陆家嘴中心绿地,7,width:94%,,上海景点排名第,121.5128355,31.2436932,3941,3%
上海,朱家角古镇景区,26,width:90%,上海周边游览古镇的首选之地，在青砖白墙间感受水乡的静谧。,上海景点排名第,121.0605276,31.1215985,2433,2%
上海,马勒别墅,16,width:92%,浪漫华丽的挪威城堡式建筑，室内装修却又不失中国风情。,上海景点排名第,121.462775,31.2292074,669,3%
上海,上海展览中心,3,width:92%,上海最早的会展场，建筑宏伟华丽，经常举办各种大型展览。,上海景点排名第,121.4592486,31.2309609,429,2%
上海,上海动物园,8,width:94%,中国第二大城市动物园，观察珍稀动物，体验亲手喂食。,上海景点排名第,121.3692843,31.1990228,3125,0%
上海,张爱玲故居,3,width:88%,,上海景点排名第,121.454042,31.231097,193,2%
上海,上海世纪大道,19,width:92%,,上海景点排名第,121.5294113,31.2365398,591,1%
上海,人民公园,13,width:94%,,上海景点排名第,121.4796872,31.2383709,661,1%
上海,喜玛拉雅美术馆,1,width:84%,,上海景点排名第,121.5683855,31.2151808,83,0%
上海,泰晤士小镇,19,width:92%,教堂、城堡、桥廊，充斥着英伦风情，婚纱写真取景胜地。,上海景点排名第,121.2044489,31.0397818,984,1%
上海,思南路,29,width:96%,漫步思南路，细赏风格迥异的花园洋房，感受老上海的悠悠历史。,上海景点排名第,121.4763846,31.216464,383,2%
上海,中国共产党第一次全国代表大会会址,9,width:96%,中国共产党的诞生地。,上海景点排名第,121.4818275,31.2260527,263,1%
上海,南浦大桥,13,width:92%,,上海景点排名第,121.5147857,31.2100314,128,1%
上海,鲁迅故居,6,width:92%,鲁迅先生生前最后的居所，陈列着许多先生用过的生活用品与写作用具。,上海景点排名第,121.4912036,31.2718193,223,1%
上海,上海宋庆龄故居纪念馆,7,width:94%,繁华淮海路上闹中取静的一处，西式建筑风格优雅别致。,上海景点排名第,121.4453156,31.2103626,216,1%
上海,圣母大堂,2,width:96%,,上海景点排名第,121.461843,31.223707,109,1%
上海,福州路文化街,1,width:94%,,上海景点排名第,121.489243,31.239541,281,1%
上海,M50创意园,8,width:92%,去M50看苏州河畔的艺术，感受浓厚的文化气息。,上海景点排名第,121.455795,31.254456,292,1%
上海,复旦大学,31,width:96%,访百年名校复旦大学，仰望光华楼，感受沪上知名学府的人文情怀。,上海景点排名第,121.511012,31.301524,684,2%
上海,大韩民国临时政府旧址,1,width:88%,,上海景点排名第,121.4812322,31.2232282,30,1%
上海,上海总会,2,width:96%,"上海总会（Shanghai Club）又称英国总会，建筑外观呈晚期文艺复兴式，外墙除勒脚、柱为石料外，均为水泥仿石墙面。入口处有塔司干（TUSCAN）立柱，二、三层中部五间有贯通两层的爱奥尼克式的古典立柱。一些局部处理带有巴洛克特征。
这座建筑室内设…",上海景点排名第,121.4978339581,31.2396091486,13,1%
上海,中山公园,15,width:90%,,上海景点排名第,121.425426,31.2278965,628,0%
上海,鲁迅公园,19,width:90%,鲁迅先生曾经常来此散步，瞻仰鲁迅先生之墓，了解他的生平。,上海景点排名第,121.4901488,31.2775887,603,1%
上海,上海城市规划展示馆,2,width:94%,观市区全景模型，赏360度环幕动画，让你迅速了解上海的建设历程与未来规划。,上海景点排名第,121.4819597,31.2373476,440,0%
上海,枫泾古镇,10,width:86%,被誉为“吴越名镇”，游览水乡风貌，欣赏乡村农民画作。,上海景点排名第,121.022612,30.8921787,810,0%
上海,南翔古镇,8,width:90%,看白墙黑瓦江南水乡，逛上海最大的江南园林古猗园。,上海景点排名第,121.3149127,31.2969245,706,0%
上海,顾村公园,6,width:90%,花木茂盛的公园，每到春天樱花季赏樱游人络绎不绝。,上海景点排名第,121.3766972,31.3456102,1692,0%
上海,放生桥,5,width:92%,朱家角古镇的标志性景观，站在桥上可将水乡全貌尽收眼底，是摄影好去处。,上海景点排名第,121.0623741,31.1179053,248,0%
上海,中华艺术宫,53,width:92%,原上海世博会中国国家馆，观赏镇馆之宝——多媒体版《清明上河图》。,上海景点排名第,121.501315,31.1900048,869,1%
上海,复兴公园,3,width:92%,,上海景点排名第,121.475676,31.222944,362,0%
上海,杨浦大桥,3,width:94%,,上海景点排名第,121.5527718,31.2608769,65,0%
上海,陆家嘴,104,width:96%,举世闻名的金融中心，乐园和大型商场众多。,上海景点排名第,121.5090722,31.24278,1284,2%
上海,龙华寺,2,width:94%,上海历史最久、规模最大的古刹，祈福十分灵验，还能品尝寺内正宗素斋面。,上海景点排名第,121.458256,31.1813159,409,0%
上海,上海四季花港,2,width:88%,3月底-5月中旬可赏郁金香，姹紫嫣红的花海极美。,上海景点排名第,121.9111381,30.9505891,360,0%
上海,古猗园,13,width:94%,上海最大的园林，吸引无数摄影爱好者，园内上海古猗园餐厅能吃到正宗南翔小笼。,上海景点排名第,121.3231256,31.2982814,1280,0%
上海,上海新国际博览中心,2,width:92%,,上海景点排名第,121.5745005,31.2166025,303,0%
上海,上海长风海洋世界,2,width:84%,观看大型海洋动物的表演。,上海景点排名第,121.4036685,31.2309491,2334,0%
上海,外滩气象信号台,1,width:82%,气象信号台是外滩标志性建筑之一，列入全国重点保护的建筑物。1884年，法国天主教会创建的徐家汇天文台，在“洋泾浜”外滩（今延安东路外滩）设立气象信号台，信号台是直竖地上的一根长木杆，根据天文台传来的气象信息。1907年，重建圆柱形的气象信…,上海景点排名第,121.4953631453,31.2462578744,7,0%
上海,豫园点春堂,3,width:90%,,上海景点排名第,121.4991147,31.233217,81,0%
上海,上海外滩美术馆,2,width:94%,欣赏各种现代艺术作品，在楼顶露台享受咖啡与美景。,上海景点排名第,121.4942426,31.2469414,399,0%
上海,上海市历史博物馆,4,width:96%,,上海景点排名第,121.4774741,31.236653,226,0%
上海,上海陈毅广场,3,width:94%,瞻仰上海第一任市长陈毅塑像，是上海市民热爱的城市广场。,上海景点排名第,121.49699,31.244546,318,0%
上海,上海马戏城,1,width:92%,中国马戏第一城，有适合小朋友观看的《欢乐马戏》，也有享誉海外的《ERA时空之旅》。,上海景点排名第,121.4575145,31.2841501,886,0%
上海,嘉定紫藤园,3,width:94%,,上海景点排名第,121.264866,31.384865,264,0%
上海,梅赛德斯-奔驰文化中心,5,width:90%,国内第一个可变容量的大型室内场馆，形似飞碟，曾举办过超大型演唱会和国际重要赛事。,上海景点排名第,121.4999821,31.1944601,298,0%
上海,上海海湾国家森林公园,3,width:86%,烧烤、骑马、骑单车，赏梅赏荷观鸟好去处。,上海景点排名第,121.6967116,30.8673784,1131,0%
上海,鲁迅纪念馆,10,width:92%,参观鲁迅先生生前的衣物、生活用品、手稿书信等珍贵藏品。,上海景点排名第,121.4904419,31.2755051,184,0%
上海,丁香花园,1,width:92%,晚清北洋大臣李鸿章的私家花园，在上海极负盛名，保存完好。,上海景点排名第,121.4457926,31.2185978,181,0%
上海,东滩湿地公园,5,width:84%,漫步于植被丰富的湿地栈道，是观日出和自然摄影的胜地。,上海景点排名第,121.9580428,31.5223523,523,0%
上海,上海汽车博物馆,3,width:94%,观赏各种品牌的古董车，了解汽车发展史，体验模拟驾驶。,上海景点排名第,121.1768292,31.2846543,858,0%
上海,上海交通大学,26,width:94%,文化底蕴深厚、办学传统悠久的全国重点大学，中西合璧的校园建筑和各式博物馆都值得参观拜访。,上海景点排名第,121.439021,31.205559,487,1%
上海,巴金寓所,1,width:94%,"著名作家巴金在这幢房子三楼，从1937年起生活了18年，在这里完成了他的代表作《激流》三部曲的后二部《春》、《秋》和名著《寒夜》的写作 。解放后 , 又写出了《我们会见了彭德怀司令员》一文，编写了《英雄的故事》 小说集等。",上海景点排名第,121.4663165851,31.2231835472,9,0%
上海,上海图书馆徐家汇藏书楼,2,width:92%,,上海景点排名第,121.4441543,31.1985267,98,0%
上海,上海辰山植物园,8,width:94%,在矿井花园看瀑布，冬天在展馆温室观赏各类珍稀植物。,上海景点排名第,121.1889689,31.0821272,1500,0%
上海,亚细亚大楼,3,width:90%,,上海景点排名第,121.497753,31.239173,82,0%
上海,日清大楼,2,width:90%,,上海景点排名第,121.497292,31.240183,145,0%
上海,同济大学,19,width:94%,上海百年名校，也是著名的赏樱胜地。,上海景点排名第,121.5078955868,31.2885097222,347,0%
上海,普济桥,1,width:82%,,上海景点排名第,120.9281989,31.041216,37,0%
上海,多伦现代美术馆,2,width:100%,,上海景点排名第,121.488541063,31.2697849021,2,0%
上海,上海滨江森林公园,2,width:96%,观江景、看夕阳，或是在林中漫步，春季赏杜鹃花，夏季可欣赏湿地植物。,上海景点排名第,121.5347846,31.3890264,367,0%
上海,基督教国际礼拜堂,1,width:94%,在礼拜日时可入内参观，聆听唱诗班的天籁之音。,上海景点排名第,121.45445,31.212574,123,0%
上海,上海大观园,5,width:92%,漫步大型仿古建筑群，置身《红楼梦》的仿真场景之中。,上海景点排名第,120.9164511,31.07927,741,0%
上海,外滩情人墙,2,width:92%,,上海景点排名第,121.4971978,31.2447781,352,0%
上海,上海大自然野生昆虫馆,2,width:88%,国内首批活体昆虫展示馆之一，投食喂锦鲤，观赏蝴蝶标本。,上海景点排名第,121.5045236,31.2460017,906,0%
上海,广富林遗址文化公园,4,width:88%,"不远的将来, 追寻上海历史之根,探究海派文化之源,品味自然生态的“广富林文化遗址公园”,将成为上海市民人文旅游的重头戏。",上海景点排名第,121.204525,31.068189,14,0%
上海,上海犹太难民纪念馆,1,width:94%,国内唯一反映二战时期犹太难民生活的历史遗迹。,上海景点排名第,121.515776,31.259707,306,0%
上海,上海儿童博物馆,1,width:94%,寓教于乐的知识殿堂，儿童可在此得到丰富的科普启蒙。,上海景点排名第,121.419405,31.199852,161,0%
上海,上海基督教沐恩堂,1,width:94%,红色哥特式建筑十分显眼，是上海著名基督教堂。,上海景点排名第,121.482439,31.239228,169,0%
上海,上海古城墙,3,width:88%,,上海景点排名第,121.490215,31.2304609,67,0%
上海,圣三一堂,1,width:92%,,上海景点排名第,121.492776,31.242438,158,0%
上海,黄浦公园,1,width:92%,,上海景点排名第,121.497587,31.247448,279,0%
上海,滴水湖,17,width:90%,俯瞰像一个圆形水滴的人工湖，适合上海及周边游客周末自驾。,上海景点排名第,121.9473008,30.9035693,494,0%
上海,上海文庙,1,width:92%,漫步在上海市区唯一的孔庙，感受儒家气息。周日旧书市场能让你淘到爱书。,上海景点排名第,121.4944892,31.2237362,291,0%
上海,猫的天空之城概念书店(新天地时尚购物中心一期店),3,width:94%,上海十大清新书店之一，可以寄明信片给未来的自己。,上海景点排名第,121.481901,31.22376,89,0%
上海,上海世博展览馆,2,width:90%,,上海景点排名第,121.496502,31.1883958,71,0%
上海,毛泽东旧居,1,width:94%,毛泽东同志在上海居住过的地方。,上海景点排名第,121.46698,31.2324329,127,0%
上海,卢浦大桥,11,width:94%,,上海景点排名第,121.4883966,31.1927759,211,0%
上海,上海市工艺美术博物馆,2,width:92%,被称为“小白宫”，可以参观雕刻、刺绣等民间艺术制作。,上海景点排名第,121.4609165,31.2164133,170,0%
上海,课植园,2,width:90%,朱家角的园林胜景，漫步于曲径或小憩于水榭，在园林小景中享受恬静惬意。,上海景点排名第,121.0590474,31.1192023,210,0%
上海,佘山国家森林公园-佘山天主教堂,3,width:92%,欣赏山顶的巴洛克教堂建筑，感受不对称的设计美感。,上海景点排名第,121.198897,31.100619,117,0%
上海,秋霞圃,5,width:92%,由三座明代私家园林和邑庙合并而成的经典园林，是上海难得的赏枫胜地。,上海景点排名第,121.2596044,31.3925193,246,0%
上海,金山城市沙滩,2,width:86%,上海市内为数不多的海滨沙滩之一，玩沙子、海里游泳，尽情在海边撒欢。,上海景点排名第,121.3593959,30.7150338,594,0%
上海,东平国家森林公园,10,width:90%,去环园骑行、滑草、露营，在森林中自助烧烤也很有野趣。,上海景点排名第,121.4874055,31.6894718,1511,0%
上海,上海国际时尚中心,2,width:94%,,上海景点排名第,121.563656178,31.2778581028,8,0%
上海,雁荡路步行休闲街,1,width:88%,雁荡路步行休闲街人称“淮海路后花园”，位于上海市卢湾区北部，北起淮海中路，向南经兴安路、南昌路，与复兴公园大道连通，雁荡路北段路面铺设彩色路面砖，两侧现植棕榈树；南段现位于复兴公园内，单侧植梧桐树。是条24小时全天候的步行街。是淮海…,上海景点排名第,121.4762702383,31.2253658999,4,0%
上海,西沙明珠湖景区,2,width:94%,,上海景点排名第,121.2635869,31.7419507,237,0%
上海,上海图书馆(淮海路馆),1,width:94%,,上海景点排名第,121.451117,31.2138408,465,0%
上海,老码头,9,width:88%,南外滩时尚新地标，将废弃厂房改造成创意工坊，酒吧、餐厅一应俱全。,上海景点排名第,121.512289,31.225078,367,0%
上海,南京西路,14,width:92%,,上海景点排名第,121.4665175,31.2353333,36,0%
上海,东方绿舟景区,1,width:92%,适合休闲郊游、素质拓展的大型公园。,上海景点排名第,121.0171699,31.1141592,1095,0%
上海,朱家角大清邮局,2,width:88%,,上海景点排名第,121.0600758,31.1131712,135,0%
上海,北大街,1,width:88%,,上海景点排名第,121.0617027,31.1168984,96,0%
上海,上海天文博物馆,1,width:94%,了解神奇奥妙的天文知识，体验身临其境漫游宇宙的感觉。,上海景点排名第,121.2000341,31.1009341,72,0%
上海,韩湘水博园,3,width:88%,,上海景点排名第,121.3360719,30.9904661,246,0%
上海,玉佛禅寺,6,width:94%,欣赏慧根法师从缅甸请回的两尊玉佛，烧香祈福十分灵验。,上海景点排名第,121.4511181,31.2481227,277,0%
上海,静安别墅,1,width:94%,上海最大的新式里弄住宅群，曾有很多名门望族居住于此。,上海景点排名第,121.464673,31.23378,325,0%
上海,鲁迅墓,2,width:90%,,上海景点排名第,121.489253,31.27791,50,0%
上海,张学良寓所,1,width:100%,张学良将军在1934年、1935年期间，与赵四小姐曾在此居住。1935年在此秘密会晤东北义勇军将领李杜，委托其与中共联系联合抗日。张学良将军在1934年、1935年期间，与赵四小姐曾在此居住。1935年在此秘密会晤东北义勇军将领李杜，委托其与中共联系联合…,上海景点排名第,121.4708394354,31.2222254685,0,0%
上海,太阳岛旅游度假区,1,width:88%,,上海景点排名第,121.0801591,31.0429011,133,0%
上海,绍兴路,2,width:94%,上海最具书香气息的马路，遍布众多知名杂志社和安静神秘的画廊。,上海景点排名第,121.4710448,31.2157473,93,0%
上海,上海城市历史发展陈列馆,6,width:94%,穿越700年寻觅老上海历史风情,上海景点排名第,121.5063591,31.2454955,929,0%
上海,上海共青森林公园,5,width:96%,离市区最近的森林公园，踏青秋游、烧烤野营、骑马射箭好去处。,上海景点排名第,121.5580592,31.3254793,973,0%
上海,上海邮政博物馆,7,width:94%,历史悠久的邮政大楼，了解中国邮政发展史，参观有趣的邮政工具和邮票珍品。,上海景点排名第,121.491381,31.2501399,427,0%
上海,上海市基督教怀恩堂,1,width:92%,,上海景点排名第,121.4596069,31.2355251,16,0%
上海,上海迪士尼度假区,154,width:94%,中国大陆首座迪士尼度假区，身临其境地感受神奇王国。,上海景点排名第,121.6676618,31.1467849,33373,3%
上海,上海博物馆,63,width:92%,观赏西周大克鼎、唐朝《高逸图》，还有众多青铜陶瓷和书画。,上海景点排名第,121.4821263,31.2341895,2393,11%
上海,上海海昌海洋公园,0,width:92%,,,121.9121071,30.9193195,1940,0%
上海,东方明珠,238,width:94%,在259米高的全透明观光廊上，360度欣赏申城夜景。,上海景点排名第,121.5063787,31.2454138,47216,29%
上海,外滩,507,width:96%,身倚浦西漫步十里洋场，隔江对望浦东繁华陆家嘴。,上海景点排名第,121.4993185,31.2385495,48695,52%
上海,上海自然博物馆,19,width:96%,展品十分丰富，“黄河古象”“马门溪龙”是镇馆之宝。,上海景点排名第,121.4691465,31.2411622,2154,1%
上海,南京路步行街,0,width:94%,现代建筑夹杂着欧式老楼，竖挂的店铺灯箱连绵不绝。,,121.486099,31.2419242,12172,0%
上海,豫园,190,width:94%,市区留存完好的江南古典园林，亭台楼阁雕梁画栋。,上海景点排名第,121.4989657,31.2327452,10350,33%
上海,思南公馆,16,width:94%,欣赏成片的花园洋房，感受老上海的洋气。,上海景点排名第,121.4754668,31.2205743,325,0%
上海,城隍庙旅游区,36,width:94%,参观豫园和老城隍庙，品地道上海小吃和本帮菜。,上海景点排名第,121.4990336,31.2314712,5644,0%
上海,长风公园,1,width:90%,“勇敢者道路”很受青少年喜爱；长风海洋世界在园内。,上海景点排名第,121.4059908,31.2308789,915,0%
上海,上海佘山国家森林公园,8,width:92%,上海高峰所在地，佘山天文台是看天文奇观的好去处。,上海景点排名第,121.2027989,31.1005827,486,0%
上海,珠溪园,1,width:80%,,上海景点排名第,121.06774,31.115957,42,0%
上海,沉香阁,3,width:94%,上海最大的、最有特色的比丘尼寺院。,上海景点排名第,121.4966749,31.2328887,238,0%
上海,召稼楼,2,width:90%,坐摇橹船游水巷，去礼园解读召稼楼历史文化。,上海景点排名第,121.5558548,31.0793737,606,0%
上海,上海公元2050-2500未来生活体验馆,0,width:92%,,上海景点排名第,121.3913285,31.2437813,32,0%
上海,蔡元培故居陈列馆,1,width:92%,安静的英式花园洋房，完整保留了蔡元培先生生前居住的陈设。,上海景点排名第,121.4534753,31.2253468,185,0%
上海,上海琉璃艺术博物馆,4,width:88%,中国甚至亚洲第一个展示琉璃艺术的博物馆，能欣赏古代中国到现代世界的琉璃大作。,上海景点排名第,121.476865,31.2138329,314,0%
