用户名,评论
牛*纸,第一次来云南，感觉云南真的是原生态，非常美，空气清新，云南人们也是挺热情，总之这是一次不错的旅程！这次去云南，对我们来说是一次愉快的旅游。全程安排合理，导游讲解详细，特别对各个民族文化、风情、风俗，描绘的很到位，使我们对云南有了更深的了觧。整个行程司机师傅很敬业，大理丽江香格里拉导游一路陪同、一路讲解、一路关照，和云南的美丽景色使我们这次旅游玩的很开心！去丽江古城给老婆拍了好多照片。风景非常的好。丽江真的是保护得很好的，基本看不到什么高楼，非常的有感觉。香格里拉大自然风光的普达措，热情藏族同胞让我爱上这个地方。真的没购物，很满意的一次旅行！
白*林,旅游结束了，很享受这次旅游，跟朋友一起去的云南，总体感觉挺好，云南的风景没得说，确实太漂亮了。对这次旅游的酒店和服务人员点十个赞，旅游第一天接机的工作人员相当好，因为第一次到云南，人生地不熟的，接机工作人员接到我们后服务很好，一直给我们讲在云南要注意些什么，问我们有没有不适应什么的，总之感觉很温馨，后面带我们的导游是当地很淳朴的少数民族杨导，全程讲解很专业，很幽默，带我们感受云南的各种民族风俗，玩的很好，最重要的是行程纯玩无购物，全程游玩到最后一天没有任何的隐形消费，确实性价比很高的一个旅游路线，特别怀念在云南的日子，一段非常美好的旅程，以后一定还会再到云南的!
*妈,服务热情
马**用户,服务热情
b***m的,整体感觉挺好的，整个行程安排的井然有序，每个环节都有专人提前联系，感觉非常踏实。地导很尽责也很专业，沿途介绍了白族和纳西族还有藏族的风俗习惯，讲了不少这里的文化和故事，在领略风景的同时，也了解了少数民族的文化。非常感谢阿花和和司机导游耐心讲解，旅行社安排的吃的玩的也都特别好，很愉快的一次旅行！有机会还会再去超级美的云南
安**器,总的来说，还是非常满意的，云南的风景很美，导游也很负责尽职，全程没有任何购物，每到一个地方，导游都向我们介绍当地的风土人情。苍山洱海，还有虎跳峡的风光确实壮观，还有南诏风情岛普达措国家公园，这些自然风景也是美的。
不*我,本人跟团游经历不多，此行总体感觉很满意，选择了一条非常不错的线路，游玩的景点都非常的精彩，玩的很开心最满意的是旅行社导游，博学多才，为人友善，风趣幽默，关心团友。独克宗古城老街，无不给团友们留下了深刻的印象。
马**用户,导游比较热情，服务态度比较满意，云南风景也很美，住宿的酒店也非常的满意，这几天下来感觉很充实，一种上导游分别给我们介绍了国家级5A景区，确实是非常的经典，除了看到美景之外 还看到了精彩的演出，丽水金沙和香格里拉藏民家访表演，收货颇丰。不仅开拓了视野 还增长了许多知识，不论怎么样都是一种体验。
马**用户,整个行程真的非常满意，安排合理，景点很美，山清水秀的视野开阔，非常喜欢，在丽江，有非常浓厚的纳西东巴文化，丽江古城好多特色酒吧，非常满意，旅行社从客服到导游都非常热情周到。
阿**是,本次旅行比较满意，云南景色很美，适合旅游。导游讲解非常到位，一路上让我们充满了欢乐。住宿吃饭都比较满意。
包*网,很开心的一次云南旅行，这个行程就适合像我这种有点懒又有点不操心的人，旅行社把吃住行游提前安排的妥妥的，云南的风景确实不错，大理的洱海游轮，丽水金沙，还有香格里拉的普达措国家公园，都是经典中的经典。
表*完,行程也比较轻松，导游一路上精彩而有耐心的讲解，丰富了我们的知识，让我对云南有了不同的理解。而且这个团价钱实惠，性价比超高，玩的还不错，住宿的酒店也非常的漂亮，点赞。下次有时间的话还想去一下版纳到时候再找这家。
*去,我觉得这次行程安排及服务特别好，7天的行程每个游览点有足够的游玩时间，大巴上导游方方耐心的讲解让我们领略了当地丰富的文化，而且服务也很到位，像朋友一样。不管是机场接送还是酒店住宿都很细致，也安排好了接送的服务。客服管理每天都会主动问候我们，一路游玩完全没有任何后顾之忧，总之，领略了云南的人文景观，拜服了洱海虎跳峡等之自然馈赠，满意！
马**用户,合同讲解详细
°薄***的花,服务热情
荼**、开,讲解详细
马**用户,13888380059讲解详细
胡*婷,讲解详细
*超,服务热情
*,李成芳导游很负责人也特别热情这次旅游收获满满的！云南的风光真是太美了！真正意义上的纯玩团，值得一去！
蚂**用户,讲解详细
*,服务热情
马**用户,此次出游很满意，真正的纯玩团，风景很美，玩的很开心，我们的导游夏一平服务很到位，博学多才，能歌善舞，棒棒哒～
马**用户,行程还是很满意的，除了乘车有点累之外，其他都很好，遇到的每一个导游还不错。关键是看到了我们期盼已久的洱海，也欣赏到了普达措国家原始森林面貌，感受自然千年的魅力。总之行程轻松又饱眼福，云南，真心不想走，以后有机会还会再回来的。
马**用户,态度很好，有问必答。还挺满意的一次旅行，导游人很和善，又爱开玩笑，一路很愉快，行程也不是太紧，有比较多的时间游览，值得选择
马**用户,玩得太好了，很开心，全程的景色都非常美的，关键是空气那么清新，这次行程安排非常满意，导游对我们负责，没有消费，吃住安排也很不错，非常感谢旅行社的精心安排，让我有了一次不留遗憾的云南之旅！满意满意！
马**用户,这次云南之行很开心，最喜欢在市海骑马和划船还有普达措国家公园风景超级赞，一路 风景很美，同时导游的介绍让我们更加的了解云南的历史文化，民族风情，总之一路玩的都很开心。
马**用户,很有意义的一次旅行，大理、丽江、香格里拉，一路风景如画。带着小朋友体验了纳西族、藏族、及白族的风土人情，品尝了民族美食，虎跳峡，普达措，苍山洱海等等都给孩子留下了了深刻的印象……旅行社的客服全程服务到位，接送机很准时，酒店安排也很满意。导游说话幽默风趣，全程都耐心的给我们讲解，是一次愉快的旅行！
马**用户,很满足的一次云南游玩，去了昆明、大丽、丽江，香格里拉。每个城市都喜欢，刚去第一天跟我老伴去了昆明市区逛了一会，很不错。
马**用户,大理、丽江、香格里拉7天之旅，让我对云南有了个深入的了解，不在像以前一样只是网络、电视上了解，纳西胖金妹，她们很爱笑，感觉没有烦恼一样，每天都那么开心。云南的风景真的是漂亮，发朋友圈都感觉倍有面子。
马**用户,这次的这个行程很满意，特别是导游，很专业，很负责，对我们都很照顾，对我们没一个团员都能顾及到，必须赞一个。丽江香格里拉这边的风景非常超乎想象，真的有种离天空非常近的感觉，觉得不虚此行
马**用户,特别好的是大理的导游，尽职尽责，全心全意为游客服务。入住的酒店也满意，接送机服务非常好。餐饮也是可以的，反正吃得饱，也真的品尝到当地的八大碗。总体感受满意，我准备向几位游友推荐这家。香格里拉非常棒，表演很精彩，很热闹，普达措公园太漂亮了。
马**用户,非常的美，感受到了不一样的风土人情，同时感谢辛苦的工作人员，很有责任心。一定会再去一次的。
马**用户,香格里拉普达措国家公园的属都湖很大很美～真真是超级值得和超出期望值的一次旅行！云南是个很美的地方，以后一定还会再来的，感谢为我们服务的你们，希望你们越做越好！
马**用户,对云南的山水景物，风土人情也有了一定的了解，让大家爱上了云南的景色和传说。有美景的路线，可爱的团友，有才华的导游，就是一程最有趣的旅途！
马**用户,总体是一次非常棒的旅程，领略了云南优美的风景，到达人生新高度。导游风趣幽默，一路上都在给我们介绍当地各民族的风土人情，知识很丰富哦。
马**用户,云南风景很漂亮，空气清新，云雾缭绕，像仙境一般，跟团游结交了一些朋友相伴而行，旅途很快乐，领略了云南的的秀美，洱海的清澈，雪山的雄伟，丽江古城的韵味，少数人民的风土民情，美食更是吃了个够，导游也很好，不错不错。
马**用户,整个行程中。景点挺多的，云南就是个适合拍照的地方，什么角度都可以搭配的很美，爸妈也玩的很开心。一路上住的都是好的酒店，吃的也不错，品尝了云南好多特色小吃，报的时候想这么划算的价格，行程应该一般吧，但是走下来真心觉得太值了！五星推荐！
马**用户,导游讲解、住宿餐食不错， 云南的风景到处都是，路上、景区里，虽然一路奔波难免疲惫，但是收获的是一段难忘的回忆，行程安排和吃住都还是蛮好的，总体来说经济划算，服务满意。香格里拉，荡涤心灵的地方；丽江，艳遇之行虽没体验（爱人不让，哈哈），但也领略了古城之美，处处是风景，多情的丽江值得一游。最后感谢旅行社的细心安排，有你们很放心。
马**用户,行程结束了，玩的挺开心的！云南的的气候真好，我们那边热的不行，这边下点雨还要穿外套，还感觉冷，生活在这边的人真好！我就喜欢到处玩，香格里拉完全是不同的风格，民俗浓厚，地广人稀，景色很美，大片的野花一眼看不到头，虎跳峡，普达措，松赞林寺的庄重。一切都合适，满意~
马**用户,这次的云南之行看到了从来没有看到过的景色，更多的收获是在旅途之中得到的感悟，看到了惊险壮丽的虎跳峡，在香格里拉体验了藏传佛教的虔诚，满意的一次旅行！
马**用户,风景真心不错，香格里拉空气很天气真心好啊！普达措真美！丽江古城小吃好多 吃到最后吃的走不动了…… 导游不错，客服态度很好 很负责 打电话马上就给换房间，大公司就是不一样啊！ 好评 赞！！！！！！
马**用户,这次的行程非常完美，真的做到纯玩团，我们同行三人对这次的行程都非常满意，真的超值。美女导游夏一平非常真诚，有责任心，很幸运能遇到这样的导游，一路上向我们讲述了云南的许多民族特色，使我们更加深入的了解云南。还有一路上和我们一起的李师傅辛苦了，都是很好的人，师傅歌唱的好，人非常幽默，香格里拉的卓玛很细心。这里的人们很友好，如果有机会会再来的。
马**用户,整体感觉不错，导游李涛玲很幽默开朗，也分享了很多民族的文化和故事，旅途中结交了几个好朋友。住宿条件挺好的。关键是真的是纯玩团，一次很不错的旅程
马**用户,这次旅行非常满意～行程紧凑但是一点不累～导游涛玲的讲解很有意思，而且有问题都会及时给我们回答，很有耐心～跟团的队友也非常好，交到了很多朋友！真的是纯玩团，跟团还是很放心的～期待下一次旅行～
马**用户,这次云南之旅美景多，心情好，玩的嗨，云南的天很蓝，植被也很好，这是一趟有氧的旅行，整个旅途感觉空气是那么的清新爽朗。丽江很是悠闲，感觉只要到了丽江，在哪都可以看见神圣的玉龙雪山。特别喜欢行程安排的丽水金沙演出，让我们很好的理解了云南的历史文化，是一次很美好的视觉感受。香格里拉听说是最接近天堂的地方，一直很向往憧憬，想去看看这个神奇的地方到底是什么样子的。这次终于有机会可以去到，好开心，好激动。首先说一下风景很漂亮，特别是普达措，印象很深刻，真的是风景如画一样漂亮，里面有小松鼠，跑到栈道上，我还买了松子去喂小松鼠，好可爱啊！客服也能很好的解决问题，给旅行社点赞！
马**用户,云南之旅完美收官，丽江古城：众人聚集之地，氛外热闹，古色古香客栈、美食、艺品等临间小店各具特色，来往的人们每每停下脚步听闻所有。拉市海：骑着马儿走在茶马古道中，知道文化历史中人们还是能遐想体会到那一刻马帮的贡献与份量，如今我们的安逸、繁荣，不能忘却背后为之换来的一切。香格里拉：普达措，不愧为高原的世外桃源，碧蓝的天空，威严的山群，清澈见底的湖泊，高挺的松衫、芬芳的花草、散牧的牛羊，一切一切都浑然天成。沁人心脾，身临其境，悠然自得。导游非常细心照顾我们，整体行程安排的都非常合理。全程不用操什么心，省事，非常值得推荐的行程，景点好风景美，安排好，不虚此行，完美！
马**用户,云南的人文景观，自然风光，文化渲染，都非常好。旅行社的行程安排，亲身体验都包含进去了，可以看出在线路上旅行社上非常用心，住宿的环境很好 干净整洁，吃的方面也不错有民族的特色餐，自己还去吃了很多的当地小吃，真的很棒值得推荐。印象最深的景点是洱海，天也特别蓝，清澈见底，大理的风花雪月，洱海的平静优雅，随便一处都是美丽的风景。普达措景区里会有牧民定期来喂牛喂马，所以会盖有一间间小屋子，在草肥花香的季节，置身于此，有风吹草低见牛羊的既视感。对这次的行程很满意，少数民族阿力的导游很亲和、热情，一路上为我们讲解了当地文化。非常值得一次旅行。
马**用户,"这次的云南之旅，真的很棒，首先客服小吕态度就非常的好，给我们安排了很好的酒店，每天的行程有点赶，不过很充实，去不同的地方玩，一起行走的队友们也非常好相处，非常有礼貌，在丽江，胖金妹们带领我们游走了，从远处看见的玉龙雪山很震撼，转经筒很壮观，那里的风景实在是太美了，导游们都很敬业，老是怕我们走丢了，一直都在照顾我们，美丽的云南有机会还会来哦,非常好的一次旅游，导游的知识面广，丽江的导游卡布非常有爱，知道我们是少数民族回族后，特意给我们安排回族餐，非常感谢 。香格里拉的导游也很豪爽热情。总之云南旅行社值得信赖，下次还会报他们家的团。"
小***鞋坊,讲解详细
马**用户,满意的一次出行。从踏上昆明到离开昆明，整个衔接的都很细致。导游也很敬业认真，景点的讲解、团餐和住宿的安排都很满意！
马**用户,当地景色秀美，旅行社的行程安排特别的好，接送服务很贴心，一路上导游风趣幽默的讲述各族的风土人情，在轻松的氛围中欣赏美景，收货颇丰。整个行程吃住行都特别的棒，住的酒店干净舒适，让我们更贴近景点方便游玩。
马**用户,云南之旅特挑了天气最舒服的时候。上海热的放高温假。云南还是温馨舒适，丽江随拍如画风景，听导游嘱咐高原反应不强烈，还算放心了。大理古城，苍山洱海旁景色宜人。香格里拉感受热情好客的藏族文化。此次感受云南的少数民族人文景观。不虚此行。带全家一起旅游。
马**用户,第一次来云南，气温非常不错，凉爽舒适！各种风景，大理，洱海，丽江，还有香格里拉都非常美，导游人很不错！住的酒店都还是豪华的！满意！
马**用户,这次云南之旅很棒，玩的很开心，比较喜欢的还是丽江跟香格里拉，记得别忽略了沿途的风景，比景点更有意思。吃住都安排的特别细致，几个酒店都很舒服，总而言之这次云南之旅不虚此行。
马**用户,满意的一次出游。入住的酒店都很好。洱海很美，雪山很壮观，虎跳峡气势磅礴，丽江古城白天的宁静与夜晚的繁华喧嚣形成强烈的对比，感受着不一样的风情！普达措国家森林公园是个天然大氧吧，香格里拉的藏族人民非常热情。行程景点很完美
马**用户,这次出行一定要好好评论一下全五星，这次昆明，大理，香格里拉之行是我碰到非常满意的产品，价格公道，线路设计合理，行程风景优美，玩了开心，最让我满意的还是导游，她一路上能不停的给我们大家讲解云南的风土人情，还介绍很多少数民族的习惯和历史，很会讲故事，全程入住的酒店都非常的满意，还想着暑假人多质量会下降，是我们多虑了，很赞的行程。
马**用户,云南的风景确实美，大理古城和丽江古城很热闹，有种浓浓的古风美，洱海，玉龙雪山、普达措国家公园则是大自然原生态的美，让人流连忘返。不过最让我们欣慰的就是导游很好。
马**用户,行程挺不错的，安排挺好的，旅行社负责人行程安排的特别好，接机也很准时，导游也挺好的，知识渊博，挺好的，态度也挺好，这段时间虎跳峡的水震憾太壮观了，这条线路的风景很漂亮，玩得还是不错的！
马**用户,云南之行在依依不舍中结束了，美丽的山、美丽的水、美丽的古镇和漂亮的花 花草草，令人流连忘返，叹为观止。欣赏美景要有好的心情，我很庆幸在云南之行中碰到好导游，也是运气好选择了一家非常不错的供应商，充满正能量又热情温暖。
马**用户,整个旅程非常的满意，客服管家和导游都特别好，全程对我们都特别的照顾，也没有消费，出去玩有一个好导游真的很重要，感谢导游一路上的照顾，让我们玩的这么开心，给我们讲了好多民俗风情，一次满意的旅游。
马**用户,云南出游，从接机洪师傅，凌晨准时接机到送到酒店，非常感谢，服务到位。再乘火车到丽江，阿兰导游介绍的很全面到位，服务很贴心，让我们真实的感受到云南当地的文化，导游推荐的当地美食也尽情享用了，真的是流连忘返，非常感谢。丽水金沙的演出十分壮观，深刻体现了云南的历史文化。从大理，丽江古城的美，到虎跳峡的险，再到香格里拉的让人美到窒息，感触最深是洱海的景色，云南此行行程安排很合理，非常好的线路。感受到云南的山美水美，纯玩0购物，后续还会再来。师傅开车很稳当，安心。旅行社服务很好，给我们留下了深刻的印象，下次还会继续选择。
马**用户,这次去云南旅游，真是一次愉快又长见识的旅游，虎跳峡的惊涛骇浪，让人感触大自然鬼斧神工，在香格里拉普达措感叹中国也有这么让人点赞的国家公园，洱海的美，美到让人窒息，风光独一无二，丽水金沙表演让人感叹纳西族人的不易，让人动情。特别是导游在整个行程中每个景点都把大伙安排和照顾的非常到位，没有让人感到任何烦躁感。同时，旅途坐车时，表现的非常风趣幽默，没有让大伙在枯燥的睡觉和望窗中度过，既有沙哑动听的男声演唱，又能了解当地的风土人情。司机也挺好的，一路上为游客着想，帮助搬运行李。这次旅游天好，景好，人更好，旅行社真的很不错，每次都让我们高兴而来，满意而归。
*蕊,服务热情，讲解到位！
马**用户,对于整体行程非常满意，整个行程景点安排经典，导游服务讲解到位，吃住也都很满意，纯玩无购物，给好评！
马**用户,洱海，古城，香格里拉，想去的地方都去了，感受到了七彩云南的美。酒店安排的很好，一天劳累后可以有好的休息环境。路途安排合理，沿途风景也很美，导游很负责，服务周到，耐心讲解，尤其是阿木导游很细心，很有亲和力，遇到问题都耐心处理，讲解也很到位，绝对的五星好评！
马**用户,云南风景特别美，蓝天白云下发呆，什么都不想，真的是很惬意的一件事，住宿环境也很好，性价比很高的一次旅行，导游讲解生动幽默 ，客服一路上基本上都会问我玩得怎么样，算是特别贴心了，有任何问题也是及时就帮着处理了，非常贴心的服务。强烈推荐！
马**用户,太喜欢这个行程了，感觉挺有品质的，质量很棒，酒店住的很舒适，卫生服务陈设都很好，导游也很不错，一看就是专业的小哥，口齿清晰，谈吐也好，很有文化，人文背景感觉都倒背如流了。云南的景色风景宜人，气候宜人，春风送爽。
马**用户,这次玩了昆明、大理、丽江、香格里拉，这些城市，都很美，还都很别致的美，香格里拉的是那种原始的自然美，大理的美是那种风花雪月的美，丽江是古城的情调美，昆明是四季如春的美。这次旅行很满意，不枉此行。
马**用户,景点、服务没得说，很赞！整体都很满意，行程玩下来不是很累，行程比较轻松，每个景点都有导游讲解，讲解的比较详细，刘导幽默，对团友也比较照顾，吃的和住的都挺好的，古城里的小吃也是棒棒的，晚上有时间的话，可以去尝尝。云南这边空气很好，大理风景很漂亮，下次有时间，还会再去一次的。
马**用户,这次旅行景点颇多，香格里拉是最爱，一路上的美景可谓是收获满满！云南的美景数不完，尤其在大理的洱海、网红地打卡都是非常不错的体验，行程虽然结束了，但是我会一直怀念这个美丽的地方，会再来云南的！
马**用户,小丽导游介绍了很多云南的风土人情，人文知识。虽然来过一次了，也让我更加深了对少数民族的文化的了解，非常的棒。洱海、古城、香格里拉、丽江古城都是那么的漂亮，使人留恋忘返。
马**用户,行程已经圆满结束了，行程安排的都挺好的，整个行程都非常不错，云南风景真的是美极了，像画一样的，拍了很多美美的照片，行程都还是比较满意的，每个阶段都衔接的非常好，导游非常细心照顾我们，整体行程安排的都非常合理。全程不用操什么心，省事，非常值得推荐的行程，景点好风景美，安排好，不虚此行，完美！
马**用户,这次去了彩云之南，非常的开心，整个行程玩下来很棒，各方面都挺舒心的。
马**用户,香格里拉的风景很美，大转经筒真的非常壮观，需要好多人才能转起来，在丽江大理的一路上看到好多新婚夫妇在拍婚纱照，新娘穿着洁白的婚纱，甜美的笑容，画面真的太美了，看着她们，自己也也是非常幸福，还有点小羡慕，我也拍了好多留恋一下。小吃特别多，特别是旅行社安排的特色餐，很不错。
马**用户,这次云南之行真的很棒！行程安排合理，住的吃的都不错，导游很热心，随和谦逊，知识储备也很丰富。感受到了少数民族人们的热情，还遇到了很多好朋友！
马**用户,行程安排合理，也带大家玩得很开心，这次是我遇到的最好的导游了，导游玲玲也是热情敬业，一路上不辞辛苦的给大家讲解介绍不同地区的风土人情和名族特色，也会我们讲当地的风土人情，少数民族的礼仪文化，并且很会讲故事，让我们在大巴车上也不觉得疲倦。全程很舒心，景色宜人，感受到不同的风景名胜！
马**用户,第一次来云南玩，一次很开心的旅程。住宿条件不错，团餐还可以，性价比较高，推荐跟团游，在这里能很好的感受自然风光，蓝天白云绿草地，丽江的魅力，纳西族的文化，一路长了很多知识，看了很多美景。
马**用户,一次非常愉快的旅行，我们非常满意！，住的酒店都非常好，床很舒服，酒店服务也很好！吃的很有特色，感受了云南的少数民族文化。这是我们团队旅游这么多年来，最满意的一次！必须给好评！
马**用户,总体来说，行程做的很不错，不管是行程安排，导游，住宿等等都很好。接机全程安排很好，住宿条件很棒！
马**用户,这次出行总体感觉很好，洱海很漂亮，香格里拉真的是仙境般的地方，行程安排很合理，不会特别辛苦，纯玩无购物，玩的也很开心，导游很尽心，团里的小伙伴也都很好很团结，非常完美的第一次出游，非常感谢客服的热心的服务
马**用户,大理的导游人好、体贴、博学，对待每一个家庭都彬彬有礼，还自己出钱在大巴上给我们准备瓶装矿泉水。行程、吃饭、住宿安排的井井有条，有他在，我们都很心安。旅行社客服也很贴心，有什么问题都能第一时间处理好解决好。
马**用户,这次出行比较完美，重要的事情说三遍，纯玩没有购物，真的是纯玩！首先表扬一下微信客服，不耐其烦的帮我们定机票，每晚会询问我们游玩的情况，很尽责，安排的酒店虽然都是备选，但是都比较干净、舒适的，其次表扬一下我们的导游们，因为云南有民族区域保护，所以我们换了三个导游，每个导游都很nice，既有趣又友善，香格里拉的导游年纪很小，但爽朗博学，很喜欢，大理丽江的导游也很好，经常提醒我们要辨别，不需要的东西不要多买，总之都超级好。这是一次给我们留下美好回忆的旅程，有机会还要来。
马**用户,云南的景点真的是非常漂亮了，特喜欢，香格里拉可真是太棒了，如同伊瑟拉的梦境一般，奇幻而美妙，充满了神秘的色彩。香格里拉的建筑风格真的非常漂亮，独克宗古城非常的民族特色，也为这座古老的城增添了一股神秘的色彩，使其如诗如画一般，非常让人沉醉。比起独克宗，普达措又是另外一种风格，那种原始的风情，到了普达措真的会由衷的感慨大自然的伟大，那种鬼斧神工的美，是那么的富含魅力，使得我对大自然的向往无限放大。导游很专业，对那些景点都熟悉，客服十分专业认真，还很热情，帮着我们忙前忙后，总之很满意！
马**用户,这一次出游筹备了很久，也做了很多选择，最后敲定抵达云南，整体还挺棒的！很开心！到达大理体验了游船，花花世界，洱海边美美的拍照，印象深刻的是三道茶的表演以及品味。很独特有头苦、二甜、三回味、感受白族人民的待客之道。因为此也对云南的茶叶产生兴趣，特地买了许多不同品类茶叶品味，喜欢的不行！丽江著名的丽江古城，真的特别大，很热闹，晚上的夜景也非常的美丽。又去了接近天堂的地方香格里拉，真的是太美了，喜欢普达措，喜欢藏族的土司宴。以后有机会还会来的。感谢旅行社人员的照顾，祝越来越好！
马**用户,每一个暑假都会带着家人出游，这一次选择是云南跟团游，客服比较有耐心，我也选择了喜欢的景点线路，这个团还没有购物。这一次基本走过了大半个云南，感受到了这么多不同的民族特色和知识文化，以及热情的云南人民！能和他们一起舞蹈一起喝酒，一起品味茶香真的很有意思！大理古城和丽江古城有异曲同工之妙，丽江夜晚的酒吧很带感！吸引各地的游客聚集停留！香格里拉的土司宴很热情。这一次负责安排行程的工作人员都非常的负责任，酒店安排真的是所有旅行中最好的，很喜欢，这一次旅行买到了自己喜欢的特产，还感受到了不同的文化，很开心！
马**用户,这次出行选中一条性价比非常好的行程，跟团游好处也很多！有人接机，有人送机，省去了很多麻烦事，可以有更多的精力去享受行程。吃的都是一些特色餐不能说是多美味，但很特别，住的很舒适好眠，这点很满意。丽江古城来的人太多，早起一点或夜里晚一点，走在古城的石板路上，才能真正感受到古城的宁静和美好。丽江古城的美食街有很多当地特色美食。喜欢普达措的原始美景。我们团的导游服务意识非常强，一路上为我们大家鞍前马后，吃住行都安排的非常周到，全程没有购物，这点非常好，全程心情非常好，非常满意的旅行。
马**用户,趁着有时间写一写旅游感受，因为是带着家人出游，比较担心安排的让家人不开心不满意的，不过还好，整体反应都还是满意的。云南的景点安排的挺好，都是标志性的景点，景色都很美也能感受到民族的特色，白族，彝族，纳西族，不论是说话的特色，服饰，餐食，以及性格都大不一样呢！很有意思。从昆明到大理，丽江、香格里拉每一个地方的酒店都让我惊喜，工作人员的服务，从客服到管家，到每一个地方负责的人员都相当尽责，很感谢几位导游一句辛苦的讲解，我们都很开心即游玩了景点，总之景点的美丽需要大家亲身来体验，定然不会失望！也感激遇到一个负责的团队，给我们一个旅游保障！
马**用户,我们这次是家庭出游，带着老人和孩子。张导知识丰富，讲解幽默，态度认真负责。是最近报团旅游最好的一次。 景点安排合理，无购物，张导对各景区景点的细致讲解给我们留下了深刻的印象，孩子和我们自己都增长了见识。 餐饮对团餐来说已经很不错了，让我们领略了云南少数民族的特色，特别是在香格里拉的团餐，别具风味，让生活在大都市的我们尝到了别样风情，非常赞。 来之前因为听到看到一些关于云南旅游******不免担心旅游的质量，但经过这次参团，感觉云南省旅游有了很大的改善，这次的旅程给我们全家都留下了深刻的印象。美丽的云南，热情的云南人民，我们一定会再来的！
马**用户,这一次旅游真的很开心，带着爱人游玩了又一个祖国的大好河山，古城真的很美，两个古城，两种风格，都很喜欢。玩的最开心的是土司家宴，很高兴。最漂亮的是普达措国家公园，最震撼的虎跳峡，了解坛城的藏传佛教也很有意义。跟团住的酒店很棒，完全没有想到，我交的费用能有这么多地方，住的都是当地好酒店，团餐也不差，还主要有那么多的服务人员工作服务，真的很值得，管家够负责，大家有啥一定需要解决的可以直接联系管家，很靠谱，态度也很好.全程完全无购物，非常推荐这个行程！
马**用户,对于这次的旅行，真的只想说太棒了，行程安排合理，住宿条件也不错。特别是我们这次的导游，每到一个地方，认真的跟我们解说当地的风土人情风俗习惯，听她解说到自己不知道的东西，真的感觉是一大收获呢
马**用户,景点、服务没得说，很赞！整体都很满意，行程玩下来不是很累，行程比较轻松，每个景点都有导游讲解，讲解的比较详细，导游幽默，对团友也比较照顾，吃的和住的都挺好的，古城里的小吃也是棒棒的，晚上有时间的话，可以去尝尝。云南这边空气很好，大理风景很漂亮，下次有时间，还会再去一次的。
马**用户,"玩得很开心 跟闺蜜一起去的 ,总体来说本次旅游还是很愉快，导游很热情，负责，行程安排很轻松，全程嗨皮到不行！"
马**用户,整体的行程不错，不得不说大理是个很好的地方，走进自己心里，感受着大理的朴实，安逸。昆明接机非常棒，还有一晚特色酒店也很好啊！在洱海和苍山的相伴下仿佛时间也定格在了每个人的笑容之上。丽江深厚的历史文化，艳美的景色加上艳遇之都的头衔这与之不同的魅力让我沉寂已久心不免也有了些许悸动。值得再来一次 。
马**用户,香格里拉简直是人间天堂，每个季节的美都不一样呢。这里是藏族人民的美好圣地，很多崇拜自由的人都非常向往这里，蓝天白云，每一个笑容都淳朴可爱。
马**用户,团里的人感觉都挺好相处的，导游很热情，细心的讲解着注意事项和当地的风土人情及文化历史。行程合理安排，玩耍时间充足，吃住都不错。总之这次的云南之旅没让我失望。
马**用户,好评，导游特别的专业而且幽默风趣，去的地方安排的也比较合理，全程服务到位，住宿伙食方面也比较有特色，不错的一次体验
马**用户,很美的一次出行！我喜欢这里的气候！比想象中的没好！景色很美！当地很好！总之 还会继续来！期待每次都有不一样的感受！对了！客服全程的贴心服务 感动啊！五星好评
马**用户,挺喜欢的，景点玩得挺多，也不算走马观花，每个景点留的时间都挺足的，导游的讲解也是栩栩如生，绘声绘色的，所以每个景点给我们的影响都还是很深刻的，这也得益于景色的美，美的震撼。客服也是相当专业的，出游前就给我们出游注意事项，帮助我们扫盲，点赞！
马**用户,非常满意，方方面面都十分的得体周到，一家人都非常的喜欢，云南的景色真的很秀美，山清水秀，绿树环绕，柔情的大理，还有神秘的小西藏香格里拉。行程中遇到的导游，都非常的和善，好相处，专业又热情。
马**用户,行程中也是很轻松惬意，大家都玩得十分玩，香格里拉的花真的是太漂亮了，导游也是非常专业，热情，为人低调，不像印象中的粗犷，哈哈哈哈，非常喜欢，客服也很好，赠送的拍立得非常好用，质量都还是很好的，看得出是个良心商家
马**用户,这次出游还是比较满意的，很开心的一次旅行。想去的地方都去了，想看的风景都看了，也吃了很多云南的美食。7天下来每天天气都很好，没有遇到下雨天，心情也很好哦！
马**用户,云南真的很美，每个人的心中都有一个大理，感觉这次没有玩够，时间过得很快就要结束行程了。当他的少数民族文化真的很特别很值得称赞，以后有时间会再来云南。
马**用户,很难忘的一次旅行，大理、丽江、香格里拉，一路风景很美。带着小朋友体验了纳西族、藏族、及白族的风土人情，品尝了土司宴，也看了藏族的表演，虎跳峡，普达措，苍山洱海等等都给孩子留下了了深刻的印象，非常的喜欢…旅行社的客服全程服务到位，真的是没有购物，是一次愉快的旅行！
马**用户,导游讲解不但风趣幽默，还让我们更进一步的了解了云南的人文风情，车上沿路的每一段景色因为他的讲解使坐车时的疲惫通通消失，吃住都非常满意，景色最美的还是香格里拉，咆哮的虎跳峡，宁静的普达措国家公园是在别的地方感觉不到的。并且纯玩无购物，赞赞赞。
马**用户,"这个旅游团真的不错，这个价位的旅游能做的这么好，而且是纯玩团，真是让人喜出望外，总体来说无论是行程规划,团餐,住宿都非常满意。导游全程服务热情耐心，讲解细致，点赞！香格里拉很美！"
