scenicSpot,date,star,comment
金紫荆广场,2019-07-2212:33:23,5,面临维港，接邻香港会展中心，广场中央的紫金花是香港回归时中央赠送香港的，算是必去景点了吧！不过，五六点时旅游团就来了，所以尽量比他们要早点到达哦，要不拍照就轮不上你了。
金紫荆广场,2019-07-1516:16:55,5,紫荆花是香港的特征，这个广场是为纪念1997年7月1日香港回归设立的，虽然占地面积不大，但却在维多利亚港的中心位置，旁边是会展中心，与对岸的尖沙咀对，每天都举行升旗仪式（每月第一天除外的每天7:50—8:03，每月第一天的7:45—8:13）。
金紫荆广场,2019-06-1412:36:04,3,位于香港会展中心的新冀海旁的博览海滨花园内。&quot;永远盛开的紫荆花&quot;雕塑-金紫荆雕像矗立于香港会议展览中心新翼海旁的博览海滨花园内。金紫荆广场位于香港会展中心旁，是为纪念香港回归祖国而设立。金紫荆广场位于香港湾仔香港会议展览中心新翼人工岛上，三面被维港包围，在维港的中心位置，与对岸的尖沙咀对峙，是观景的好地方。
金紫荆广场,2019-06-0400:54:27,3,金紫荆广场（GoldenBauhiniaSquare）位于香港会展中心的新冀海旁的博览海滨花园内。“永远盛开的紫荆花”雕塑－金紫荆雕像矗立于香港会议展览中心新翼海旁的博览海滨花园内。金紫荆广场位于香港会展中心旁，是为纪念香港回归祖国而设立。
金紫荆广场,2019-05-2713:18:55,5,金紫荆广场是香港回归祖国的一个标志地点，每天早上八点都会进行一个简单的升国旗仪式，虽然是短短几分钟，但整个过程是庄严肃穆的，那个时间点人也不是很多，带孩子出游的朋友可以来看看，顺便讲讲香港回归的历史，我觉得是非常有意义的。
金紫荆广场,2019-12-2710:10:35,5,金紫荆广场面积不大，但是香港回归的纪念碑很有价值。意义重大。
金紫荆广场,2019-07-2614:54:42,4,相信是每一个过港游客必去的一个打卡点，它见证了回归后每一件点点滴滴
金紫荆广场,2019-06-1813:01:32,4,就是香港会展中心，二层的玻璃窗可以观看到维多利亚港，很不错的地方。
金紫荆广场,2019-06-1612:23:37,4,坐天星小轮到湾仔码头，下船就离金紫荆广场不远了
金紫荆广场,2019-05-2016:35:00,5,金紫荆广场位于香港会展中心旁，是为纪念香港回归祖国而设立，广场三面被维港包围，在维港的中心位置，与对岸的尖沙咀对。这里是香港的必游打卡地，同时也是个观景的好去处。
金紫荆广场,2019-05-1520:33:40,5,金紫荆广场在会展中心前面，这座金紫荆花是1997年香港回归时中央送给香港的礼物
金紫荆广场,2019-05-1120:26:17,5,中国对香港恢复行使主权的象征地！
金紫荆广场,2019-05-0923:20:09,5,为香港回归祖国建造的紫荆花纪念碑
金紫荆广场,2019-05-0617:08:41,3,就在维港，广场很小人很多，单独就没啥看的，维港就好看
金紫荆广场,2019-04-2310:49:31,5,这个就是地标新建筑物了，周围到时没有什么看的，主要是这个意义非凡吗？不一定一定要来，要是有情节的可以聊~~这个还是我第一次来香港时来的，后来就没有再来过了~~
金紫荆广场,2019-04-1817:09:42,4,香港的象征金色紫荆花雕像，也是纪念香港回归的重要象征之一。
金紫荆广场,2019-04-1510:08:43,4,金紫荆广场位于香港会展中心旁，是为纪念香港回归祖国而设立。1997年7月1日香港特别行政区成立，中央政府把一座金紫荆铜像赠送香港。金紫荆铜像被安放在会展中心旁，面对大海，这个广场也被命名为金紫荆广场。这座高6米的铜像正式名称是“永远盛开的紫荆花”，寓意香港永远繁荣昌盛。金紫荆广场距天星码头有段距离，步行需要半小时。
金紫荆广场,2019-03-2715:21:57,5,金紫荆广场，适合拍拍照，附近会有雪糕车
金紫荆广场,2019-03-2411:38:33,5,"人山人海,切实的感受到香港的繁华。"
金紫荆广场,2019-03-2322:39:42,4,金紫荆广场位于香港湾仔香港会议展览中心新翼人工岛上，三面被维港包围，在维港的中心位置，与对岸的尖沙咀对峙，是观景的好地方
金紫荆广场,2019-03-2120:59:59,3,为纪念香港回归祖国而设立，香港的必游打卡地。实际上是遍布了各种中老年旅行团、公司团建以及自拍杆包围着的巨型紫荆花雕塑，在父母的朋友圈中这是香港的绝对地标。带父母来的话拍拍照顶多20分钟OK了。
金紫荆广场,2019-03-1422:01:05,3,【140605】一次预料之外的跟团行
金紫荆广场,2019-03-1215:26:46,5,看看这个老兵，就知道这是多少人的心愿
金紫荆广场,2019-03-1210:45:18,5,见证香港回归的地方，历史意义深远。值得到此打卡
金紫荆广场,2019-02-2716:27:47,3,就很小一个广场照个相就可以沿路前行
金紫荆广场,2019-02-2420:49:11,4,本质上就是连续的电梯，但也太有特色了！值得好好看看，别的城市应该都没有吧。
金紫荆广场,2019-02-2211:08:46,4,傍晚的时候去走一走，感觉很好。
金紫荆广场,2019-02-1716:59:23,4,金紫荆广场实际就是一个标志性雕塑没有什么特别的，位置适合欣赏两岸风光。周边有30个香港漫画标准人物分布在周围，非常适合拍照，尤其是看过漫画的人一定要来打卡，推荐。
金紫荆广场,2019-02-1713:51:21,4,2019.2广场不大，正在扩建，海景不错。
金紫荆广场,2019-02-1410:21:20,3,游客打卡的点，一般者是照完相走人
金紫荆广场,2019-02-1123:44:06,5,矗立的金紫荆让人仿佛回到了1997年回归的一幕，会展中心更多让人想起了成龙主演《新警察故事》中那拼命的场景。顺着广场漫步，可以看到许多香港著名电影人物的卡通形象，游客可以模仿动作一起合拍。
金紫荆广场,2019-02-1110:43:08,5,是香港回归的见证地，去香港一定要去看看，虽然广场不大，不过有个广场已经很不不容易了！
金紫荆广场,2019-01-2315:56:11,5,在这里站了N个小时就为了看跨年烟火我是不是疯了
金紫荆广场,2019-01-1718:22:28,4,广场风景好，有象征意义，值得去。
金紫荆广场,2019-01-1019:03:01,5,在金紫荆广场有一个直升机平台，有架直升机来回飞了好几次，声音震耳欲聋。和澳门的金莲花广场相似，有很多旅行团在那儿拍照。
金紫荆广场,2019-01-1016:17:39,4,金紫荆广场临海而建，海岸公园特别美哦。来吧紫荆花，这是我大中华的威武，香港终究是我们的。【来的都是大陆客，团队必到，没啥意思，但有意义。】
金紫荆广场,2019-01-0518:12:21,5,金紫荆广场是为香港回归祖国而建的，意义非凡。广场位于海边，风景优美，广场中央矗立着金色的紫荆花雕像，还有一座回归纪念碑
金紫荆广场,2019-01-0217:17:06,4,hk的标志性建筑，值得一去。旁边也有些小店，纪念品也是不错的
金紫荆广场,2018-12-3015:06:22,4,"香港回归的标志性景点,值得中国人骄傲."
金紫荆广场,2018-12-2418:54:47,5,"金紫荆广场位于香港会展中心的新冀海旁的博览海滨花园内,，是为纪念香港回归祖国而设立。金紫荆广场三面被维港包围，在维港的中心位置，与对岸的尖沙咀对峙，是观景的好地方。"
金紫荆广场,2018-12-2320:41:55,4,很有名气，但广场并不大，边上的维多利亚湾景色非常不错，特别是夜晚。
金紫荆广场,2018-12-1711:59:35,5,这里是国人必来的景点之一，金紫荆是香港回归祖国的象征，也是一国两制的开端，这里虽然有着重大的意义，但是这里的风光真的很好，也是紧邻维港，很多港片都会出现这里的场景。
金紫荆广场,2018-12-1316:59:03,3,香港回归的纪念碑标志性的建筑
金紫荆广场,2018-12-0614:36:34,3,香港国徽的地方，靠近海边，比较适合散步活动。这里也有旅游观光车坐
金紫荆广场,2018-12-0213:37:54,3,就一个紫荆花塑像标记，拍拍照片炫一下也好
金紫荆广场,2018-12-0122:44:38,4,太经典的地方，不必多说哈似乎。
金紫荆广场,2018-11-2810:48:12,3,主要是去看升旗仪式的，非常有仪式感了～
金紫荆广场,2018-11-2616:12:14,3,小时候爸爸去香港带回了紫金花摆件，那时候好希望自己能亲眼看一看，这次终于看见了，开森
金紫荆广场,2018-11-2217:18:38,4,旅游团打卡的地方，就去过一次，其实没有什么东西看，后面有个展览馆。
金紫荆广场,2018-11-1910:11:47,4,站在金紫荆广场，与元旦节到来时的相比，今天的广场是灰色的安静。香港好象还没从昨夜的喧嚣中完全醒来，再加上不是节日，广场很冷清，往常临海垂钓的老人也许还没出门。
金紫荆广场,2018-11-1215:28:28,5,广场三面被维港包围，在维港的中心位置，与对岸的尖沙咀对峙，是观景的好地方。香港的必游打卡地，在广场上每日都会举行升旗仪式。 
金紫荆广场,2018-11-1009:35:35,3,金紫荆雕像，系一个必要打卡的地点。
金紫荆广场,2018-11-0210:07:55,5,香港回归标志性建筑！香港市花！
金紫荆广场,2018-11-0116:16:46,4,香港会展中心门口，因有金紫荆花雕像而得名
金紫荆广场,2018-10-2819:37:40,4,来这里的游客非常多，因为很有纪念意义，值得一去。
金紫荆广场,2018-10-2421:07:45,5,大陆人的情感。尤其是很多上点年纪的长辈，去香港都要去这里转一转。
金紫荆广场,2018-10-2015:46:38,4,当年，为了庆祝香港回归，建设在此地的，就是一个广场，但是还是值得一看的
金紫荆广场,2018-10-1809:09:57,5,金紫荆广场：1997年7月1日香港特别行政区成立，中央政府把一座金紫荆铜像赠送香港。金紫荆铜像被安放在会展中心旁，面对大海，这个广场也被命名为金紫荆广场。这座高6米的铜像正式名称为“永远盛开的紫荆花”，寓意香港永远繁荣昌盛。
金紫荆广场,2018-10-1708:33:52,4,超多游客的金紫荆广场，据说这朵紫荆花镀的是真金。这里可以换个角度拍维港夜景，上次是在尖沙咀海边，这次从中环的角度看看会不会有些许不同呢？
金紫荆广场,2018-10-1303:37:04,2,说是一个广场，其实你走到了才知道，非常非常小
金紫荆广场,2018-10-0914:01:15,3,主要是初到香港，来打个卡，年轻人感觉还是不要来了，没什么意思
金紫荆广场,2018-10-0819:14:25,3,去了一次不会再去第二次的地方。。。。。。。。
金紫荆广场,2018-10-0818:40:03,5,为纪念香港回归祖国而设立，距离天星小轮达到的中环码头不远。这里的地理位置十分优越，是拍照观景的好地方。这里是我去到的，游客量仅次于太平山顶的地方，大家都是非常爱国的嘛！
金紫荆广场,2018-10-0816:12:51,4,金紫荆广场真的很破啊……惨不忍睹的感觉……整个就是脏乱差……
金紫荆广场,2018-10-0715:44:17,4,标志性的金紫荆，虽然没啥看头，但是妈妈觉得既然到了香港，还是打个卡吧。
金紫荆广场,2018-10-0510:10:06,5,广场上有许多雕塑可拍照，沿着江边走可看到对面的大厦。
金紫荆广场,2018-09-3014:16:43,4,必到的打卡地点，在香港岛上，比较好找；也在海边，靠着维多利亚湾，看看海景也不错。
金紫荆广场,2018-09-2618:19:54,3,如果走到海港城了可以顺路去一下，没有必要特地去。紫荆花真的是非常小一点点了，不要有什么幻想以为很大。我去年七月去海港城那边就在施工，这次去还在施工，不知道要修到什么时候去。
金紫荆广场,2018-09-2220:05:26,3,非常小非常小，不过还是极具意义的，所以还是可以去看看
金紫荆广场,2018-10-2819:37:40,4,来这里的游客非常多，因为很有纪念意义，值得一去。
金紫荆广场,2018-10-2421:07:45,5,大陆人的情感。尤其是很多上点年纪的长辈，去香港都要去这里转一转。
金紫荆广场,2018-10-2015:46:38,4,当年，为了庆祝香港回归，建设在此地的，就是一个广场，但是还是值得一看的
金紫荆广场,2018-10-1809:09:57,5,金紫荆广场：1997年7月1日香港特别行政区成立，中央政府把一座金紫荆铜像赠送香港。金紫荆铜像被安放在会展中心旁，面对大海，这个广场也被命名为金紫荆广场。这座高6米的铜像正式名称为“永远盛开的紫荆花”，寓意香港永远繁荣昌盛。
金紫荆广场,2018-10-1708:33:52,4,超多游客的金紫荆广场，据说这朵紫荆花镀的是真金。这里可以换个角度拍维港夜景，上次是在尖沙咀海边，这次从中环的角度看看会不会有些许不同呢？
金紫荆广场,2018-10-1303:37:04,2,说是一个广场，其实你走到了才知道，非常非常小
金紫荆广场,2018-10-0914:01:15,3,主要是初到香港，来打个卡，年轻人感觉还是不要来了，没什么意思
金紫荆广场,2018-10-0819:14:25,3,去了一次不会再去第二次的地方。。。。。。。。
金紫荆广场,2018-10-0818:40:03,5,为纪念香港回归祖国而设立，距离天星小轮达到的中环码头不远。这里的地理位置十分优越，是拍照观景的好地方。这里是我去到的，游客量仅次于太平山顶的地方，大家都是非常爱国的嘛！
金紫荆广场,2018-10-0816:12:51,4,金紫荆广场真的很破啊……惨不忍睹的感觉……整个就是脏乱差……
金紫荆广场,2018-10-0715:44:17,4,标志性的金紫荆，虽然没啥看头，但是妈妈觉得既然到了香港，还是打个卡吧。
金紫荆广场,2018-10-0510:10:06,5,广场上有许多雕塑可拍照，沿着江边走可看到对面的大厦。
金紫荆广场,2018-09-3014:16:43,4,必到的打卡地点，在香港岛上，比较好找；也在海边，靠着维多利亚湾，看看海景也不错。
金紫荆广场,2018-09-2618:19:54,3,如果走到海港城了可以顺路去一下，没有必要特地去。紫荆花真的是非常小一点点了，不要有什么幻想以为很大。我去年七月去海港城那边就在施工，这次去还在施工，不知道要修到什么时候去。
金紫荆广场,2018-09-2220:05:26,3,非常小非常小，不过还是极具意义的，所以还是可以去看看
金紫荆广场,2018-10-2819:37:40,4,来这里的游客非常多，因为很有纪念意义，值得一去。
金紫荆广场,2018-10-2421:07:45,5,大陆人的情感。尤其是很多上点年纪的长辈，去香港都要去这里转一转。
金紫荆广场,2018-10-2015:46:38,4,当年，为了庆祝香港回归，建设在此地的，就是一个广场，但是还是值得一看的
金紫荆广场,2018-10-1809:09:57,5,金紫荆广场：1997年7月1日香港特别行政区成立，中央政府把一座金紫荆铜像赠送香港。金紫荆铜像被安放在会展中心旁，面对大海，这个广场也被命名为金紫荆广场。这座高6米的铜像正式名称为“永远盛开的紫荆花”，寓意香港永远繁荣昌盛。
金紫荆广场,2018-10-1708:33:52,4,超多游客的金紫荆广场，据说这朵紫荆花镀的是真金。这里可以换个角度拍维港夜景，上次是在尖沙咀海边，这次从中环的角度看看会不会有些许不同呢？
金紫荆广场,2018-10-1303:37:04,2,说是一个广场，其实你走到了才知道，非常非常小
金紫荆广场,2018-10-0914:01:15,3,主要是初到香港，来打个卡，年轻人感觉还是不要来了，没什么意思
金紫荆广场,2018-10-0819:14:25,3,去了一次不会再去第二次的地方。。。。。。。。
金紫荆广场,2018-10-0818:40:03,5,为纪念香港回归祖国而设立，距离天星小轮达到的中环码头不远。这里的地理位置十分优越，是拍照观景的好地方。这里是我去到的，游客量仅次于太平山顶的地方，大家都是非常爱国的嘛！
金紫荆广场,2018-10-0816:12:51,4,金紫荆广场真的很破啊……惨不忍睹的感觉……整个就是脏乱差……
金紫荆广场,2018-10-0715:44:17,4,标志性的金紫荆，虽然没啥看头，但是妈妈觉得既然到了香港，还是打个卡吧。
金紫荆广场,2018-10-0510:10:06,5,广场上有许多雕塑可拍照，沿着江边走可看到对面的大厦。
金紫荆广场,2018-09-3014:16:43,4,必到的打卡地点，在香港岛上，比较好找；也在海边，靠着维多利亚湾，看看海景也不错。
金紫荆广场,2018-09-2618:19:54,3,如果走到海港城了可以顺路去一下，没有必要特地去。紫荆花真的是非常小一点点了，不要有什么幻想以为很大。我去年七月去海港城那边就在施工，这次去还在施工，不知道要修到什么时候去。
金紫荆广场,2018-09-2220:05:26,3,非常小非常小，不过还是极具意义的，所以还是可以去看看
金紫荆广场,2018-10-2819:37:40,4,来这里的游客非常多，因为很有纪念意义，值得一去。
金紫荆广场,2018-10-2421:07:45,5,大陆人的情感。尤其是很多上点年纪的长辈，去香港都要去这里转一转。
金紫荆广场,2018-10-2015:46:38,4,当年，为了庆祝香港回归，建设在此地的，就是一个广场，但是还是值得一看的
金紫荆广场,2018-10-1809:09:57,5,金紫荆广场：1997年7月1日香港特别行政区成立，中央政府把一座金紫荆铜像赠送香港。金紫荆铜像被安放在会展中心旁，面对大海，这个广场也被命名为金紫荆广场。这座高6米的铜像正式名称为“永远盛开的紫荆花”，寓意香港永远繁荣昌盛。
金紫荆广场,2018-10-1708:33:52,4,超多游客的金紫荆广场，据说这朵紫荆花镀的是真金。这里可以换个角度拍维港夜景，上次是在尖沙咀海边，这次从中环的角度看看会不会有些许不同呢？
金紫荆广场,2018-10-1303:37:04,2,说是一个广场，其实你走到了才知道，非常非常小
金紫荆广场,2018-10-0914:01:15,3,主要是初到香港，来打个卡，年轻人感觉还是不要来了，没什么意思
金紫荆广场,2018-10-0819:14:25,3,去了一次不会再去第二次的地方。。。。。。。。
金紫荆广场,2018-10-0818:40:03,5,为纪念香港回归祖国而设立，距离天星小轮达到的中环码头不远。这里的地理位置十分优越，是拍照观景的好地方。这里是我去到的，游客量仅次于太平山顶的地方，大家都是非常爱国的嘛！
金紫荆广场,2018-10-0816:12:51,4,金紫荆广场真的很破啊……惨不忍睹的感觉……整个就是脏乱差……
金紫荆广场,2018-10-0715:44:17,4,标志性的金紫荆，虽然没啥看头，但是妈妈觉得既然到了香港，还是打个卡吧。
金紫荆广场,2018-10-0510:10:06,5,广场上有许多雕塑可拍照，沿着江边走可看到对面的大厦。
金紫荆广场,2018-09-3014:16:43,4,必到的打卡地点，在香港岛上，比较好找；也在海边，靠着维多利亚湾，看看海景也不错。
金紫荆广场,2018-09-2618:19:54,3,如果走到海港城了可以顺路去一下，没有必要特地去。紫荆花真的是非常小一点点了，不要有什么幻想以为很大。我去年七月去海港城那边就在施工，这次去还在施工，不知道要修到什么时候去。
金紫荆广场,2018-09-2220:05:26,3,非常小非常小，不过还是极具意义的，所以还是可以去看看
金紫荆广场,2018-10-2819:37:40,4,来这里的游客非常多，因为很有纪念意义，值得一去。
金紫荆广场,2018-10-2421:07:45,5,大陆人的情感。尤其是很多上点年纪的长辈，去香港都要去这里转一转。
金紫荆广场,2018-10-2015:46:38,4,当年，为了庆祝香港回归，建设在此地的，就是一个广场，但是还是值得一看的
金紫荆广场,2018-10-1809:09:57,5,金紫荆广场：1997年7月1日香港特别行政区成立，中央政府把一座金紫荆铜像赠送香港。金紫荆铜像被安放在会展中心旁，面对大海，这个广场也被命名为金紫荆广场。这座高6米的铜像正式名称为“永远盛开的紫荆花”，寓意香港永远繁荣昌盛。
金紫荆广场,2018-10-1708:33:52,4,超多游客的金紫荆广场，据说这朵紫荆花镀的是真金。这里可以换个角度拍维港夜景，上次是在尖沙咀海边，这次从中环的角度看看会不会有些许不同呢？
金紫荆广场,2018-10-1303:37:04,2,说是一个广场，其实你走到了才知道，非常非常小
金紫荆广场,2018-10-0914:01:15,3,主要是初到香港，来打个卡，年轻人感觉还是不要来了，没什么意思
金紫荆广场,2018-10-0819:14:25,3,去了一次不会再去第二次的地方。。。。。。。。
金紫荆广场,2018-10-0818:40:03,5,为纪念香港回归祖国而设立，距离天星小轮达到的中环码头不远。这里的地理位置十分优越，是拍照观景的好地方。这里是我去到的，游客量仅次于太平山顶的地方，大家都是非常爱国的嘛！
金紫荆广场,2018-10-0816:12:51,4,金紫荆广场真的很破啊……惨不忍睹的感觉……整个就是脏乱差……
金紫荆广场,2018-10-0715:44:17,4,标志性的金紫荆，虽然没啥看头，但是妈妈觉得既然到了香港，还是打个卡吧。
金紫荆广场,2018-10-0510:10:06,5,广场上有许多雕塑可拍照，沿着江边走可看到对面的大厦。
金紫荆广场,2018-09-3014:16:43,4,必到的打卡地点，在香港岛上，比较好找；也在海边，靠着维多利亚湾，看看海景也不错。
金紫荆广场,2018-09-2618:19:54,3,如果走到海港城了可以顺路去一下，没有必要特地去。紫荆花真的是非常小一点点了，不要有什么幻想以为很大。我去年七月去海港城那边就在施工，这次去还在施工，不知道要修到什么时候去。
金紫荆广场,2018-09-2220:05:26,3,非常小非常小，不过还是极具意义的，所以还是可以去看看
金紫荆广场,2018-10-2819:37:40,4,来这里的游客非常多，因为很有纪念意义，值得一去。
金紫荆广场,2018-10-2421:07:45,5,大陆人的情感。尤其是很多上点年纪的长辈，去香港都要去这里转一转。
金紫荆广场,2018-10-2015:46:38,4,当年，为了庆祝香港回归，建设在此地的，就是一个广场，但是还是值得一看的
金紫荆广场,2018-10-1809:09:57,5,金紫荆广场：1997年7月1日香港特别行政区成立，中央政府把一座金紫荆铜像赠送香港。金紫荆铜像被安放在会展中心旁，面对大海，这个广场也被命名为金紫荆广场。这座高6米的铜像正式名称为“永远盛开的紫荆花”，寓意香港永远繁荣昌盛。
金紫荆广场,2018-10-1708:33:52,4,超多游客的金紫荆广场，据说这朵紫荆花镀的是真金。这里可以换个角度拍维港夜景，上次是在尖沙咀海边，这次从中环的角度看看会不会有些许不同呢？
金紫荆广场,2018-10-1303:37:04,2,说是一个广场，其实你走到了才知道，非常非常小
金紫荆广场,2018-10-0914:01:15,3,主要是初到香港，来打个卡，年轻人感觉还是不要来了，没什么意思
金紫荆广场,2018-10-0819:14:25,3,去了一次不会再去第二次的地方。。。。。。。。
金紫荆广场,2018-10-0818:40:03,5,为纪念香港回归祖国而设立，距离天星小轮达到的中环码头不远。这里的地理位置十分优越，是拍照观景的好地方。这里是我去到的，游客量仅次于太平山顶的地方，大家都是非常爱国的嘛！
金紫荆广场,2018-10-0816:12:51,4,金紫荆广场真的很破啊……惨不忍睹的感觉……整个就是脏乱差……
金紫荆广场,2018-10-0715:44:17,4,标志性的金紫荆，虽然没啥看头，但是妈妈觉得既然到了香港，还是打个卡吧。
金紫荆广场,2018-10-0510:10:06,5,广场上有许多雕塑可拍照，沿着江边走可看到对面的大厦。
金紫荆广场,2018-09-3014:16:43,4,必到的打卡地点，在香港岛上，比较好找；也在海边，靠着维多利亚湾，看看海景也不错。
金紫荆广场,2018-09-2618:19:54,3,如果走到海港城了可以顺路去一下，没有必要特地去。紫荆花真的是非常小一点点了，不要有什么幻想以为很大。我去年七月去海港城那边就在施工，这次去还在施工，不知道要修到什么时候去。
金紫荆广场,2018-09-2220:05:26,3,非常小非常小，不过还是极具意义的，所以还是可以去看看
金紫荆广场,2018-10-2819:37:40,4,来这里的游客非常多，因为很有纪念意义，值得一去。
金紫荆广场,2018-10-2421:07:45,5,大陆人的情感。尤其是很多上点年纪的长辈，去香港都要去这里转一转。
金紫荆广场,2018-10-2015:46:38,4,当年，为了庆祝香港回归，建设在此地的，就是一个广场，但是还是值得一看的
金紫荆广场,2018-10-1809:09:57,5,金紫荆广场：1997年7月1日香港特别行政区成立，中央政府把一座金紫荆铜像赠送香港。金紫荆铜像被安放在会展中心旁，面对大海，这个广场也被命名为金紫荆广场。这座高6米的铜像正式名称为“永远盛开的紫荆花”，寓意香港永远繁荣昌盛。
金紫荆广场,2018-10-1708:33:52,4,超多游客的金紫荆广场，据说这朵紫荆花镀的是真金。这里可以换个角度拍维港夜景，上次是在尖沙咀海边，这次从中环的角度看看会不会有些许不同呢？
金紫荆广场,2018-10-1303:37:04,2,说是一个广场，其实你走到了才知道，非常非常小
金紫荆广场,2018-10-0914:01:15,3,主要是初到香港，来打个卡，年轻人感觉还是不要来了，没什么意思
金紫荆广场,2018-10-0819:14:25,3,去了一次不会再去第二次的地方。。。。。。。。
金紫荆广场,2018-10-0818:40:03,5,为纪念香港回归祖国而设立，距离天星小轮达到的中环码头不远。这里的地理位置十分优越，是拍照观景的好地方。这里是我去到的，游客量仅次于太平山顶的地方，大家都是非常爱国的嘛！
金紫荆广场,2018-10-0816:12:51,4,金紫荆广场真的很破啊……惨不忍睹的感觉……整个就是脏乱差……
金紫荆广场,2018-10-0715:44:17,4,标志性的金紫荆，虽然没啥看头，但是妈妈觉得既然到了香港，还是打个卡吧。
金紫荆广场,2018-10-0510:10:06,5,广场上有许多雕塑可拍照，沿着江边走可看到对面的大厦。
金紫荆广场,2018-09-3014:16:43,4,必到的打卡地点，在香港岛上，比较好找；也在海边，靠着维多利亚湾，看看海景也不错。
金紫荆广场,2018-09-2618:19:54,3,如果走到海港城了可以顺路去一下，没有必要特地去。紫荆花真的是非常小一点点了，不要有什么幻想以为很大。我去年七月去海港城那边就在施工，这次去还在施工，不知道要修到什么时候去。
金紫荆广场,2018-09-2220:05:26,3,非常小非常小，不过还是极具意义的，所以还是可以去看看
金紫荆广场,2018-10-2819:37:40,4,来这里的游客非常多，因为很有纪念意义，值得一去。
金紫荆广场,2018-10-2421:07:45,5,大陆人的情感。尤其是很多上点年纪的长辈，去香港都要去这里转一转。
金紫荆广场,2018-10-2015:46:38,4,当年，为了庆祝香港回归，建设在此地的，就是一个广场，但是还是值得一看的
金紫荆广场,2018-10-1809:09:57,5,金紫荆广场：1997年7月1日香港特别行政区成立，中央政府把一座金紫荆铜像赠送香港。金紫荆铜像被安放在会展中心旁，面对大海，这个广场也被命名为金紫荆广场。这座高6米的铜像正式名称为“永远盛开的紫荆花”，寓意香港永远繁荣昌盛。
金紫荆广场,2018-10-1708:33:52,4,超多游客的金紫荆广场，据说这朵紫荆花镀的是真金。这里可以换个角度拍维港夜景，上次是在尖沙咀海边，这次从中环的角度看看会不会有些许不同呢？
金紫荆广场,2018-10-1303:37:04,2,说是一个广场，其实你走到了才知道，非常非常小
金紫荆广场,2018-10-0914:01:15,3,主要是初到香港，来打个卡，年轻人感觉还是不要来了，没什么意思
金紫荆广场,2018-10-0819:14:25,3,去了一次不会再去第二次的地方。。。。。。。。
金紫荆广场,2018-10-0818:40:03,5,为纪念香港回归祖国而设立，距离天星小轮达到的中环码头不远。这里的地理位置十分优越，是拍照观景的好地方。这里是我去到的，游客量仅次于太平山顶的地方，大家都是非常爱国的嘛！
金紫荆广场,2018-10-0816:12:51,4,金紫荆广场真的很破啊……惨不忍睹的感觉……整个就是脏乱差……
金紫荆广场,2018-10-0715:44:17,4,标志性的金紫荆，虽然没啥看头，但是妈妈觉得既然到了香港，还是打个卡吧。
金紫荆广场,2018-10-0510:10:06,5,广场上有许多雕塑可拍照，沿着江边走可看到对面的大厦。
金紫荆广场,2018-09-3014:16:43,4,必到的打卡地点，在香港岛上，比较好找；也在海边，靠着维多利亚湾，看看海景也不错。
金紫荆广场,2018-09-2618:19:54,3,如果走到海港城了可以顺路去一下，没有必要特地去。紫荆花真的是非常小一点点了，不要有什么幻想以为很大。我去年七月去海港城那边就在施工，这次去还在施工，不知道要修到什么时候去。
金紫荆广场,2018-09-2220:05:26,3,非常小非常小，不过还是极具意义的，所以还是可以去看看
金紫荆广场,2018-10-2819:37:40,4,来这里的游客非常多，因为很有纪念意义，值得一去。
金紫荆广场,2018-10-2421:07:45,5,大陆人的情感。尤其是很多上点年纪的长辈，去香港都要去这里转一转。
金紫荆广场,2018-10-2015:46:38,4,当年，为了庆祝香港回归，建设在此地的，就是一个广场，但是还是值得一看的
金紫荆广场,2018-10-1809:09:57,5,金紫荆广场：1997年7月1日香港特别行政区成立，中央政府把一座金紫荆铜像赠送香港。金紫荆铜像被安放在会展中心旁，面对大海，这个广场也被命名为金紫荆广场。这座高6米的铜像正式名称为“永远盛开的紫荆花”，寓意香港永远繁荣昌盛。
金紫荆广场,2018-10-1708:33:52,4,超多游客的金紫荆广场，据说这朵紫荆花镀的是真金。这里可以换个角度拍维港夜景，上次是在尖沙咀海边，这次从中环的角度看看会不会有些许不同呢？
金紫荆广场,2018-10-1303:37:04,2,说是一个广场，其实你走到了才知道，非常非常小
金紫荆广场,2018-10-0914:01:15,3,主要是初到香港，来打个卡，年轻人感觉还是不要来了，没什么意思
金紫荆广场,2018-10-0819:14:25,3,去了一次不会再去第二次的地方。。。。。。。。
金紫荆广场,2018-10-0818:40:03,5,为纪念香港回归祖国而设立，距离天星小轮达到的中环码头不远。这里的地理位置十分优越，是拍照观景的好地方。这里是我去到的，游客量仅次于太平山顶的地方，大家都是非常爱国的嘛！
金紫荆广场,2018-10-0816:12:51,4,金紫荆广场真的很破啊……惨不忍睹的感觉……整个就是脏乱差……
金紫荆广场,2018-10-0715:44:17,4,标志性的金紫荆，虽然没啥看头，但是妈妈觉得既然到了香港，还是打个卡吧。
金紫荆广场,2018-10-0510:10:06,5,广场上有许多雕塑可拍照，沿着江边走可看到对面的大厦。
金紫荆广场,2018-09-3014:16:43,4,必到的打卡地点，在香港岛上，比较好找；也在海边，靠着维多利亚湾，看看海景也不错。
金紫荆广场,2018-09-2618:19:54,3,如果走到海港城了可以顺路去一下，没有必要特地去。紫荆花真的是非常小一点点了，不要有什么幻想以为很大。我去年七月去海港城那边就在施工，这次去还在施工，不知道要修到什么时候去。
